SEASON_YEAR,GAME_ID,GAME_DATE,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,POSITION,HOME_AWAY,GOALS,ASSISTS,POINTS,PLUS_MINUS,PIM,HITS,POWER_PLAY_GOALS,SHOTS,FACEOFF_WIN_PCTG,TOI,BLOCK_SHOTS,SHIFTS,TAKEAWAY,GIVEAWAY,EVEN_STRENGTH_GOALS_AGAINST,POWER_PLAY_GOALS_AGAINST,SHORT_HANDED_GOALS_AGAINST,SAVES,SHOTS_AGAINST,GOALS_AGAINST,SAVE_PCT
2021-2022,2021020003,2021-10-13,8473507,J. Petry,MTL,D,AWAY,0,0,0,0,0,1,0,3,0.0,26:54,1,26,0,5,,,,,,,
2021-2022,2021020003,2021-10-13,8474596,J. Allen,MTL,G,AWAY,0,0,0,0,0,0,0,0,0.0,58:43,0,0,0,0,1.0,1.0,0.0,28.0,30.0,2.0,0.933333
2021-2022,2021020004,2021-10-13,8478048,I. Shesterkin,NYR,G,AWAY,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020004,2021-10-13,8478211,D. Hunt,NYR,L,AWAY,0,0,0,0,0,3,0,1,0.0,09:46,0,13,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8478104,S. Blais,NYR,L,AWAY,0,0,0,0,6,3,0,0,0.0,10:50,2,15,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8471817,R. Reaves,NYR,R,AWAY,0,0,0,0,0,5,0,1,0.0,11:00,1,14,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8480078,F. Chytil,NYR,C,AWAY,0,0,0,0,0,0,0,2,0.75,13:00,0,18,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475797,J. Tinordi,NYR,D,AWAY,0,0,0,-1,0,3,0,0,0.0,13:20,0,20,0,1,,,,,,,
2021-2022,2021020004,2021-10-13,8479291,K. Rooney,NYR,C,AWAY,0,0,0,0,0,0,0,0,0.8,13:38,1,19,1,0,,,,,,,
2021-2022,2021020004,2021-10-13,8482109,A. Lafrenière,NYR,L,AWAY,0,0,0,-1,2,3,0,3,0.0,14:13,0,19,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8476624,B. Goodrow,NYR,C,AWAY,0,0,0,-1,2,2,0,2,0.714286,15:33,0,23,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8476458,R. Strome,NYR,C,AWAY,0,1,1,-1,0,1,0,1,0.333333,15:46,0,17,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475184,C. Kreider,NYR,L,AWAY,1,0,1,0,2,2,1,1,0.0,16:52,0,23,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475747,P. Nemeth,NYR,D,AWAY,0,0,0,-2,2,2,0,1,0.0,17:07,1,26,2,0,,,,,,,
2021-2022,2021020004,2021-10-13,8481554,K. Kakko,NYR,R,AWAY,0,0,0,-2,0,0,0,5,0.0,17:12,0,21,1,0,,,,,,,
2021-2022,2021020004,2021-10-13,8478550,A. Panarin,NYR,L,AWAY,0,0,0,-1,0,0,0,0,0.0,17:19,0,18,3,0,,,,,,,
2021-2022,2021020004,2021-10-13,8479324,R. Lindgren,NYR,D,AWAY,0,0,0,0,2,1,0,0,0.0,18:34,2,30,0,1,,,,,,,
2021-2022,2021020004,2021-10-13,8480817,K. Miller,NYR,D,AWAY,0,0,0,-1,0,0,0,2,0.0,19:37,0,27,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8476459,M. Zibanejad,NYR,C,AWAY,0,0,0,0,0,0,0,0,0.615385,20:59,0,25,1,0,,,,,,,
2021-2022,2021020004,2021-10-13,8476885,J. Trouba,NYR,D,AWAY,0,0,0,0,2,2,0,1,0.0,21:59,0,30,1,1,,,,,,,
2021-2022,2021020004,2021-10-13,8479323,A. Fox,NYR,D,AWAY,0,1,1,0,0,0,0,4,0.0,23:31,1,31,0,2,,,,,,,
2021-2022,2021020004,2021-10-13,8480382,A. Georgiev,NYR,G,AWAY,0,0,0,0,0,0,0,0,0.0,59:34,0,0,0,0,1.0,3.0,0.0,22.0,27.0,5.0,0.814815
2021-2022,2021020002,2021-10-13,8476904,C. Driedger,SEA,G,AWAY,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020002,2021-10-13,8479414,N. Bastian,SEA,R,AWAY,0,0,0,-1,0,3,0,2,0.0,06:02,0,9,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8478891,M. Appleton,SEA,C,AWAY,0,0,0,-1,0,0,0,2,0.0,10:20,0,14,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475772,R. Sheahan,SEA,C,AWAY,0,0,0,-1,0,0,0,2,0.454545,10:29,2,16,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8479293,B. Tanev,SEA,L,AWAY,0,0,0,-1,0,5,0,2,0.0,11:58,0,18,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8477987,R. Donato,SEA,C,AWAY,1,0,1,0,0,1,0,2,0.0,13:17,0,17,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8479987,M. Geekie,SEA,C,AWAY,1,0,1,-1,0,0,0,3,0.428571,14:46,0,18,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8478468,J. Lauzon,SEA,D,AWAY,0,1,1,0,0,1,0,0,0.0,15:53,2,20,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475149,M. Johansson,SEA,L,AWAY,0,0,0,1,0,0,0,1,0.5,16:13,0,20,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8478407,V. Dunn,SEA,D,AWAY,0,1,1,0,0,2,0,3,0.0,16:51,0,21,1,2,,,,,,,
2021-2022,2021020002,2021-10-13,8476467,J. Oleksiak,SEA,D,AWAY,0,0,0,-1,2,5,0,1,0.0,17:44,0,20,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8477505,A. Wennberg,SEA,C,AWAY,0,0,0,0,0,1,0,2,0.727273,18:14,0,22,3,0,,,,,,,
2021-2022,2021020002,2021-10-13,8476457,A. Larsson,SEA,D,AWAY,0,0,0,0,2,5,0,1,0.0,18:56,0,24,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475820,J. Donskoi,SEA,R,AWAY,0,1,1,1,0,1,0,2,0.0,19:22,0,25,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8477955,J. McCann,SEA,L,AWAY,1,0,1,-1,0,2,0,1,0.411765,19:25,1,23,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8477938,H. Fleury,SEA,D,AWAY,0,0,0,0,0,5,0,1,0.0,20:00,1,24,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8474586,J. Eberle,SEA,R,AWAY,0,1,1,0,0,0,0,1,0.0,20:09,3,22,1,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475768,J. Schwartz,SEA,L,AWAY,0,1,1,1,2,1,0,0,0.0,20:22,0,23,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8470966,M. Giordano,SEA,D,AWAY,0,0,0,-1,0,1,0,5,0.0,23:20,2,25,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8475831,P. Grubauer,SEA,G,AWAY,0,0,0,0,0,0,0,0,0.0,58:39,0,0,0,0,4.0,0.0,0.0,26.0,30.0,4.0,0.866667
2021-2022,2021020003,2021-10-13,8475852,P. Mrazek,TOR,G,HOME,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020003,2021-10-13,8474190,W. Simmonds,TOR,R,HOME,0,0,0,0,0,0,0,0,0.0,09:01,0,14,0,1,,,,,,,
2021-2022,2021020003,2021-10-13,8478020,M. Amadio,TOR,R,HOME,0,0,0,0,0,1,0,0,0.0,09:16,0,12,0,2,,,,,,,
2021-2022,2021020003,2021-10-13,8469455,J. Spezza,TOR,C,HOME,0,0,0,0,2,2,0,1,0.555556,12:26,1,19,0,1,,,,,,,
2021-2022,2021020003,2021-10-13,8477941,N. Ritchie,TOR,L,HOME,0,0,0,1,0,2,0,0,0.0,12:59,1,20,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8478047,M. Bunting,TOR,L,HOME,0,1,1,0,0,2,0,0,0.0,13:17,0,19,0,1,,,,,,,
2021-2022,2021020003,2021-10-13,8478131,O. Kase,TOR,R,HOME,0,0,0,-1,0,0,0,6,0.0,14:24,2,23,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8478408,T. Dermott,TOR,D,HOME,0,0,0,0,0,0,0,1,0.0,14:52,0,17,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8477021,A. Kerfoot,TOR,C,HOME,0,0,0,0,0,0,0,0,0.4,14:59,0,22,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8478115,P. Engvall,TOR,L,HOME,1,0,1,-1,0,0,1,3,1.0,15:27,0,24,1,2,,,,,,,
2021-2022,2021020003,2021-10-13,8480873,R. Sandin,TOR,D,HOME,0,1,1,0,0,0,0,2,0.0,16:48,0,19,0,1,,,,,,,
2021-2022,2021020003,2021-10-13,8480144,D. Kampf,TOR,C,HOME,0,0,0,-1,0,1,0,0,0.541667,17:34,1,26,1,0,,,,,,,
2021-2022,2021020003,2021-10-13,8477939,W. Nylander,TOR,R,HOME,1,0,1,1,2,1,0,5,0.0,18:18,1,24,4,0,,,,,,,
2021-2022,2021020003,2021-10-13,8475166,J. Tavares,TOR,C,HOME,0,0,0,1,2,0,0,4,0.695652,19:01,0,24,0,1,,,,,,,
2021-2022,2021020003,2021-10-13,8478483,M. Marner,TOR,R,HOME,0,1,1,0,2,0,0,4,0.0,19:19,0,25,2,1,,,,,,,
2021-2022,2021020003,2021-10-13,8475718,J. Holl,TOR,D,HOME,0,0,0,-1,0,0,0,0,0.0,20:23,4,29,0,3,,,,,,,
2021-2022,2021020003,2021-10-13,8474162,J. Muzzin,TOR,D,HOME,0,0,0,0,0,1,0,1,0.0,20:24,1,29,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8474673,T. Brodie,TOR,D,HOME,0,0,0,0,0,2,0,1,0.0,20:52,1,31,0,0,,,,,,,
2021-2022,2021020003,2021-10-13,8476853,M. Rielly,TOR,D,HOME,0,1,1,1,0,2,0,2,0.0,22:40,2,31,1,2,,,,,,,
2021-2022,2021020003,2021-10-13,8475789,J. Campbell,TOR,G,HOME,0,0,0,0,0,0,0,0,0.0,60:00,0,0,0,0,1.0,0.0,0.0,31.0,32.0,1.0,0.96875
2021-2022,2021020002,2021-10-13,8476316,L. Brossoit,VGK,G,HOME,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020002,2021-10-13,8481604,P. Dorofeyev,VGK,R,HOME,0,0,0,0,0,0,0,0,0.0,04:07,0,5,1,0,,,,,,,
2021-2022,2021020002,2021-10-13,8479639,D. Coghlan,VGK,D,HOME,0,0,0,0,0,1,0,0,0.0,04:37,0,6,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8481522,P. Krebs,VGK,C,HOME,0,0,0,-1,0,1,0,0,0.5,10:52,0,14,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8478434,K. Kolesar,VGK,R,HOME,0,0,0,-1,0,5,0,1,0.0,13:25,1,18,1,0,,,,,,,
2021-2022,2021020002,2021-10-13,8479974,N. Patrick,VGK,C,HOME,0,0,0,0,0,2,0,3,0.416667,13:36,0,18,1,1,,,,,,,
2021-2022,2021020002,2021-10-13,8480727,Z. Whitecloud,VGK,D,HOME,0,0,0,0,2,3,0,2,0.0,13:38,1,19,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8474149,E. Dadonov,VGK,L,HOME,0,0,0,-1,0,1,0,1,0.0,14:33,0,19,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8479980,N. Hague,VGK,D,HOME,0,1,1,1,0,1,0,1,0.0,14:42,1,19,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475188,B. McNabb,VGK,D,HOME,0,0,0,0,0,4,0,0,0.0,15:54,3,21,1,1,,,,,,,
2021-2022,2021020002,2021-10-13,8477447,S. Theodore,VGK,D,HOME,0,0,0,0,0,0,0,0,0.0,17:17,0,23,1,1,,,,,,,
2021-2022,2021020002,2021-10-13,8476448,W. Karlsson,VGK,C,HOME,0,1,1,0,0,1,0,0,0.714286,17:56,0,22,1,1,,,,,,,
2021-2022,2021020002,2021-10-13,8475191,R. Smith,VGK,R,HOME,0,1,1,0,0,2,0,4,0.0,18:30,1,21,1,0,,,,,,,
2021-2022,2021020002,2021-10-13,8474157,M. Pacioretty,VGK,L,HOME,2,1,3,3,0,0,0,8,0.0,19:22,1,24,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8476539,J. Marchessault,VGK,R,HOME,1,0,1,-1,0,1,0,4,1.0,19:25,0,24,0,1,,,,,,,
2021-2022,2021020002,2021-10-13,8476905,C. Stephenson,VGK,C,HOME,1,1,2,2,2,1,0,2,0.428571,20:20,4,24,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475913,M. Stone,VGK,R,HOME,0,3,3,3,2,0,0,0,0.5,21:45,2,24,1,1,,,,,,,
2021-2022,2021020002,2021-10-13,8474166,A. Martinez,VGK,D,HOME,0,0,0,0,0,3,0,2,0.0,26:00,2,26,0,0,,,,,,,
2021-2022,2021020002,2021-10-13,8474565,A. Pietrangelo,VGK,D,HOME,0,0,0,0,2,0,0,2,0.0,26:17,3,26,2,0,,,,,,,
2021-2022,2021020002,2021-10-13,8475215,R. Lehner,VGK,G,HOME,0,0,0,0,0,0,0,0,0.0,59:44,0,0,0,0,3.0,0.0,0.0,28.0,31.0,3.0,0.903226
2021-2022,2021020004,2021-10-13,8478492,I. Samsonov,WSH,G,HOME,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020004,2021-10-13,8482148,H. Lapierre,WSH,C,HOME,1,0,1,1,2,0,0,2,0.0,10:14,0,14,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8477903,G. Hathaway,WSH,R,HOME,0,0,0,0,0,0,0,2,0.0,10:27,0,17,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8474176,C. Hagelin,WSH,L,HOME,0,0,0,0,0,0,0,1,0.0,11:19,1,19,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8478466,D. Sprong,WSH,R,HOME,0,0,0,0,0,0,0,2,0.0,12:28,0,14,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475343,N. Dowd,WSH,C,HOME,0,0,0,0,0,0,0,2,0.7,12:40,0,21,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8477839,C. Sheary,WSH,L,HOME,0,1,1,1,0,1,0,0,0.0,13:25,1,18,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8471698,T. Oshie,WSH,R,HOME,1,1,2,1,2,2,1,1,0.333333,14:57,1,22,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8474189,L. Eller,WSH,C,HOME,0,0,0,0,4,0,0,3,0.4,15:28,1,20,0,1,,,,,,,
2021-2022,2021020004,2021-10-13,8476880,T. Wilson,WSH,R,HOME,0,0,0,0,2,1,0,0,0.0,16:18,2,21,2,2,,,,,,,
2021-2022,2021020004,2021-10-13,8477511,A. Mantha,WSH,R,HOME,0,1,1,0,0,2,0,2,0.0,16:35,0,21,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8474602,J. Schultz,WSH,D,HOME,1,0,1,0,0,0,1,6,0.0,16:50,0,22,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8477845,T. van Riemsdyk,WSH,D,HOME,0,1,1,0,4,0,0,0,0.0,17:25,2,20,1,0,,,,,,,
2021-2022,2021020004,2021-10-13,8480796,M. Fehérváry,WSH,D,HOME,0,0,0,0,0,1,0,0,0.0,17:55,0,24,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475200,D. Orlov,WSH,D,HOME,0,0,0,2,2,2,0,1,0.0,19:37,3,27,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8471214,A. Ovechkin,WSH,L,HOME,2,2,4,1,0,1,1,3,0.0,20:17,1,24,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8475324,N. Jensen,WSH,D,HOME,0,0,0,2,0,2,0,0,0.0,20:37,1,25,1,1,,,,,,,
2021-2022,2021020004,2021-10-13,8474590,J. Carlson,WSH,D,HOME,0,1,1,0,0,0,0,1,0.0,21:20,1,26,1,1,,,,,,,
2021-2022,2021020004,2021-10-13,8475744,E. Kuznetsov,WSH,C,HOME,0,3,3,1,0,0,0,1,0.333333,21:22,1,25,0,0,,,,,,,
2021-2022,2021020004,2021-10-13,8477970,V. Vanecek,WSH,G,HOME,0,0,0,0,0,0,0,0,0.0,60:00,0,0,0,0,0.0,1.0,0.0,23.0,24.0,1.0,0.958333
2021-2022,2021020015,2021-10-14,8476932,A. Stolarz,ANA,G,HOME,0,0,0,0,0,0,0,0,0.0,00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,2021020015,2021-10-14,8478873,T. Terry,ANA,R,HOME,0,0,0,-1,0,0,0,0,0.0,08:35,0,11,0,1,,,,,,,
2021-2022,2021020015,2021-10-14,8480806,I. Lundestrom,ANA,C,HOME,0,2,2,2,0,0,0,2,0.5,12:14,1,17,0,2,,,,,,,
2021-2022,2021020015,2021-10-14,8475235,N. Deslauriers,ANA,L,HOME,0,0,0,0,0,2,0,2,0.0,12:55,1,18,0,0,,,,,,,
